start,end,title_kr,title_en,sum_kr,sum_en,link,thumbnail,
2026,,EECS 오픈랩 시스템 구축 사업,EECS Open Lab System Construction Project,디지스트 EECS 오픈랩 행사를 위한 통합 시스템 구축,Construction of an Integrated System for the DGIST EECS Open Lab Event,,data/project/thumbnail/2026_openlab.webp
